source,Date,incid_est,t,country_name,country,incid_conf,cum_incid,cum_est_incid
GMB,2020-02-16,0,2020-02-16,Gambia,GMB,0,0,0
GMB,2020-02-17,0,2020-02-17,Gambia,GMB,0,0,0
GMB,2020-02-18,0,2020-02-18,Gambia,GMB,0,0,0
GMB,2020-02-19,0,2020-02-19,Gambia,GMB,0,0,0
GMB,2020-02-20,0,2020-02-20,Gambia,GMB,0,0,0
GMB,2020-02-21,0,2020-02-21,Gambia,GMB,0,0,0
GMB,2020-02-22,0,2020-02-22,Gambia,GMB,0,0,0
GMB,2020-02-23,0,2020-02-23,Gambia,GMB,0,0,0
GMB,2020-02-24,0,2020-02-24,Gambia,GMB,0,0,0
GMB,2020-02-25,0,2020-02-25,Gambia,GMB,0,0,0
GMB,2020-02-26,0,2020-02-26,Gambia,GMB,0,0,0
GMB,2020-02-27,0,2020-02-27,Gambia,GMB,0,0,0
GMB,2020-02-28,0,2020-02-28,Gambia,GMB,0,0,0
GMB,2020-02-29,0,2020-02-29,Gambia,GMB,0,0,0
GMB,2020-03-01,0,2020-03-01,Gambia,GMB,0,0,0
GMB,2020-03-02,0,2020-03-02,Gambia,GMB,0,0,0
GMB,2020-03-03,0,2020-03-03,Gambia,GMB,0,0,0
GMB,2020-03-04,0,2020-03-04,Gambia,GMB,0,0,0
GMB,2020-03-05,0,2020-03-05,Gambia,GMB,0,0,0
GMB,2020-03-06,0,2020-03-06,Gambia,GMB,0,0,0
GMB,2020-03-07,0,2020-03-07,Gambia,GMB,0,0,0
GMB,2020-03-08,0,2020-03-08,Gambia,GMB,0,0,0
GMB,2020-03-09,0,2020-03-09,Gambia,GMB,0,0,0
GMB,2020-03-10,0,2020-03-10,Gambia,GMB,0,0,0
GMB,2020-03-11,0.01,2020-03-11,Gambia,GMB,0,0,0.01
GMB,2020-03-12,0.02,2020-03-12,Gambia,GMB,0,0,0.03
GMB,2020-03-13,0.05,2020-03-13,Gambia,GMB,0,0,0.08
GMB,2020-03-14,0.08,2020-03-14,Gambia,GMB,0,0,0.16
GMB,2020-03-15,0.11,2020-03-15,Gambia,GMB,0,0,0.27
GMB,2020-03-16,0.12,2020-03-16,Gambia,GMB,0,0,0.39
GMB,2020-03-17,0.13,2020-03-17,Gambia,GMB,1,1,0.52
GMB,2020-03-18,0.14,2020-03-18,Gambia,GMB,0,1,0.66
GMB,2020-03-19,0.17,2020-03-19,Gambia,GMB,0,1,0.8300000000000001
GMB,2020-03-20,0.2,2020-03-20,Gambia,GMB,0,1,1.03
GMB,2020-03-21,0.25,2020-03-21,Gambia,GMB,0,1,1.28
GMB,2020-03-22,0.31,2020-03-22,Gambia,GMB,0,1,1.59
GMB,2020-03-23,0.36,2020-03-23,Gambia,GMB,1,2,1.95
GMB,2020-03-24,0.39,2020-03-24,Gambia,GMB,1,3,2.34
GMB,2020-03-25,0.39,2020-03-25,Gambia,GMB,0,3,2.73
GMB,2020-03-26,0.35,2020-03-26,Gambia,GMB,0,3,3.08
GMB,2020-03-27,0.27,2020-03-27,Gambia,GMB,0,3,3.35
GMB,2020-03-28,0.18,2020-03-28,Gambia,GMB,0,3,3.5300000000000002
GMB,2020-03-29,0.11,2020-03-29,Gambia,GMB,1,4,3.64
GMB,2020-03-30,0.06,2020-03-30,Gambia,GMB,0,4,3.7
GMB,2020-03-31,0.03,2020-03-31,Gambia,GMB,0,4,3.73
GMB,2020-04-01,0.01,2020-04-01,Gambia,GMB,0,4,3.74
GMB,2020-04-02,0,2020-04-02,Gambia,GMB,0,4,3.74
GMB,2020-04-03,0,2020-04-03,Gambia,GMB,0,4,3.74
GMB,2020-04-04,0,2020-04-04,Gambia,GMB,0,4,3.74
GMB,2020-04-05,0.01,2020-04-05,Gambia,GMB,0,4,3.75
GMB,2020-04-06,0.06,2020-04-06,Gambia,GMB,0,4,3.81
GMB,2020-04-07,0.21,2020-04-07,Gambia,GMB,0,4,4.0200000000000005
GMB,2020-04-08,0.47,2020-04-08,Gambia,GMB,0,4,4.49
GMB,2020-04-09,0.79,2020-04-09,Gambia,GMB,0,4,5.28
GMB,2020-04-10,1.02,2020-04-10,Gambia,GMB,0,4,6.3
GMB,2020-04-11,1.05,2020-04-11,Gambia,GMB,5,9,7.3500000000000005
GMB,2020-04-12,0.85,2020-04-12,Gambia,GMB,0,9,8.2
GMB,2020-04-13,0.54,2020-04-13,Gambia,GMB,0,9,8.74
GMB,2020-04-14,0.25,2020-04-14,Gambia,GMB,0,9,8.99
GMB,2020-04-15,0.09,2020-04-15,Gambia,GMB,0,9,9.08
GMB,2020-04-16,0.04,2020-04-16,Gambia,GMB,0,9,9.120000000000001
GMB,2020-04-17,0.08,2020-04-17,Gambia,GMB,0,9,9.2
GMB,2020-04-18,0.17,2020-04-18,Gambia,GMB,0,9,9.370000000000001
GMB,2020-04-19,0.29,2020-04-19,Gambia,GMB,1,10,9.66
GMB,2020-04-20,0.42,2020-04-20,Gambia,GMB,0,10,10.08
GNB,2020-01-22,0,2020-01-22,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-23,0,2020-01-23,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-24,0,2020-01-24,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-25,0,2020-01-25,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-26,0,2020-01-26,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-27,0,2020-01-27,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-28,0,2020-01-28,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-29,0,2020-01-29,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-30,0,2020-01-30,Guinea-Bissau,GNB,0,0,0
GNB,2020-01-31,0,2020-01-31,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-01,0,2020-02-01,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-02,0,2020-02-02,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-03,0,2020-02-03,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-04,0,2020-02-04,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-05,0,2020-02-05,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-06,0,2020-02-06,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-07,0,2020-02-07,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-08,0,2020-02-08,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-09,0,2020-02-09,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-10,0,2020-02-10,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-11,0,2020-02-11,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-12,0,2020-02-12,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-13,0,2020-02-13,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-14,0,2020-02-14,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-15,0,2020-02-15,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-16,0,2020-02-16,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-17,0,2020-02-17,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-18,0,2020-02-18,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-19,0,2020-02-19,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-20,0,2020-02-20,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-21,0,2020-02-21,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-22,0,2020-02-22,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-23,0,2020-02-23,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-24,0,2020-02-24,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-25,0,2020-02-25,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-26,0,2020-02-26,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-27,0,2020-02-27,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-28,0,2020-02-28,Guinea-Bissau,GNB,0,0,0
GNB,2020-02-29,0,2020-02-29,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-01,0,2020-03-01,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-02,0,2020-03-02,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-03,0,2020-03-03,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-04,0,2020-03-04,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-05,0,2020-03-05,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-06,0,2020-03-06,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-07,0,2020-03-07,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-08,0,2020-03-08,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-09,0,2020-03-09,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-10,0,2020-03-10,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-11,0,2020-03-11,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-12,0,2020-03-12,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-13,0,2020-03-13,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-14,0,2020-03-14,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-15,0,2020-03-15,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-16,0,2020-03-16,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-17,0,2020-03-17,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-18,0,2020-03-18,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-19,0,2020-03-19,Guinea-Bissau,GNB,0,0,0
GNB,2020-03-20,0.01,2020-03-20,Guinea-Bissau,GNB,0,0,0.01
GNB,2020-03-21,0.03,2020-03-21,Guinea-Bissau,GNB,0,0,0.04
GNB,2020-03-22,0.09,2020-03-22,Guinea-Bissau,GNB,0,0,0.13
GNB,2020-03-23,0.18,2020-03-23,Guinea-Bissau,GNB,0,0,0.31
GNB,2020-03-24,0.28,2020-03-24,Guinea-Bissau,GNB,0,0,0.59
GNB,2020-03-25,0.39,2020-03-25,Guinea-Bissau,GNB,2,2,0.98
GNB,2020-03-26,0.48,2020-03-26,Guinea-Bissau,GNB,0,2,1.46
GNB,2020-03-27,0.59,2020-03-27,Guinea-Bissau,GNB,0,2,2.05
GNB,2020-03-28,0.79,2020-03-28,Guinea-Bissau,GNB,0,2,2.84
GNB,2020-03-29,1.12,2020-03-29,Guinea-Bissau,GNB,0,2,3.96
GNB,2020-03-30,1.53,2020-03-30,Guinea-Bissau,GNB,6,8,5.49
GNB,2020-03-31,1.88,2020-03-31,Guinea-Bissau,GNB,0,8,7.37
GNB,2020-04-01,2.04,2020-04-01,Guinea-Bissau,GNB,1,9,9.41
GNB,2020-04-02,2.02,2020-04-02,Guinea-Bissau,GNB,0,9,11.43
GNB,2020-04-03,2.05,2020-04-03,Guinea-Bissau,GNB,6,15,13.48
GNB,2020-04-04,2.41,2020-04-04,Guinea-Bissau,GNB,3,18,15.89
GNB,2020-04-05,3.23,2020-04-05,Guinea-Bissau,GNB,0,18,19.12
GNB,2020-04-06,4.14,2020-04-06,Guinea-Bissau,GNB,0,18,23.259999999999998
GNB,2020-04-07,4.63,2020-04-07,Guinea-Bissau,GNB,15,33,27.89
GNB,2020-04-08,4.27,2020-04-08,Guinea-Bissau,GNB,0,33,32.16
GNB,2020-04-09,3.18,2020-04-09,Guinea-Bissau,GNB,3,36,35.339999999999996
GNB,2020-04-10,1.87,2020-04-10,Guinea-Bissau,GNB,0,36,37.21
GNB,2020-04-11,0.88,2020-04-11,Guinea-Bissau,GNB,2,38,38.089999999999996
GNB,2020-04-12,0.42,2020-04-12,Guinea-Bissau,GNB,0,38,38.51
GNB,2020-04-13,0.4,2020-04-13,Guinea-Bissau,GNB,0,38,38.91
GNB,2020-04-14,0.65,2020-04-14,Guinea-Bissau,GNB,0,38,39.56
GNB,2020-04-15,1.05,2020-04-15,Guinea-Bissau,GNB,5,43,40.61
GNB,2020-04-16,1.53,2020-04-16,Guinea-Bissau,GNB,0,43,42.14
GNB,2020-04-17,2.05,2020-04-17,Guinea-Bissau,GNB,0,43,44.19
GNB,2020-04-18,2.5,2020-04-18,Guinea-Bissau,GNB,3,46,46.69
GNB,2020-04-19,2.42,2020-04-19,Guinea-Bissau,GNB,4,50,49.11
GNB,2020-04-20,1.17,2020-04-20,Guinea-Bissau,GNB,0,50,50.28
GNQ,2020-01-22,0,2020-01-22,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-23,0,2020-01-23,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-24,0,2020-01-24,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-25,0,2020-01-25,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-26,0,2020-01-26,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-27,0,2020-01-27,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-28,0,2020-01-28,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-29,0,2020-01-29,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-30,0,2020-01-30,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-01-31,0,2020-01-31,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-01,0,2020-02-01,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-02,0,2020-02-02,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-03,0,2020-02-03,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-04,0,2020-02-04,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-05,0,2020-02-05,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-06,0,2020-02-06,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-07,0,2020-02-07,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-08,0,2020-02-08,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-09,0,2020-02-09,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-10,0,2020-02-10,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-11,0,2020-02-11,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-12,0,2020-02-12,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-13,0,2020-02-13,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-14,0,2020-02-14,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-15,0,2020-02-15,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-16,0,2020-02-16,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-17,0,2020-02-17,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-18,0,2020-02-18,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-19,0,2020-02-19,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-20,0,2020-02-20,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-21,0,2020-02-21,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-22,0,2020-02-22,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-23,0,2020-02-23,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-24,0,2020-02-24,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-25,0,2020-02-25,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-26,0,2020-02-26,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-27,0,2020-02-27,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-28,0,2020-02-28,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-02-29,0,2020-02-29,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-01,0,2020-03-01,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-02,0,2020-03-02,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-03,0,2020-03-03,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-04,0,2020-03-04,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-05,0,2020-03-05,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-06,0,2020-03-06,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-07,0,2020-03-07,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-08,0,2020-03-08,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-09,0,2020-03-09,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-10,0,2020-03-10,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-11,0,2020-03-11,Equatorial Guinea,GNQ,0,0,0
GNQ,2020-03-12,0.01,2020-03-12,Equatorial Guinea,GNQ,0,0,0.01
GNQ,2020-03-13,0.03,2020-03-13,Equatorial Guinea,GNQ,0,0,0.04
GNQ,2020-03-14,0.11,2020-03-14,Equatorial Guinea,GNQ,0,0,0.15
GNQ,2020-03-15,0.31,2020-03-15,Equatorial Guinea,GNQ,1,1,0.46
GNQ,2020-03-16,0.65,2020-03-16,Equatorial Guinea,GNQ,0,1,1.11
GNQ,2020-03-17,1.05,2020-03-17,Equatorial Guinea,GNQ,0,1,2.16
GNQ,2020-03-18,1.33,2020-03-18,Equatorial Guinea,GNQ,3,4,3.49
GNQ,2020-03-19,1.34,2020-03-19,Equatorial Guinea,GNQ,2,6,4.83
GNQ,2020-03-20,1.08,2020-03-20,Equatorial Guinea,GNQ,0,6,5.91
GNQ,2020-03-21,0.77,2020-03-21,Equatorial Guinea,GNQ,0,6,6.680000000000001
GNQ,2020-03-22,0.6,2020-03-22,Equatorial Guinea,GNQ,0,6,7.28
GNQ,2020-03-23,0.67,2020-03-23,Equatorial Guinea,GNQ,3,9,7.95
GNQ,2020-03-24,0.86,2020-03-24,Equatorial Guinea,GNQ,0,9,8.81
GNQ,2020-03-25,0.98,2020-03-25,Equatorial Guinea,GNQ,0,9,9.790000000000001
GNQ,2020-03-26,0.9,2020-03-26,Equatorial Guinea,GNQ,3,12,10.69
GNQ,2020-03-27,0.68,2020-03-27,Equatorial Guinea,GNQ,0,12,11.370000000000001
GNQ,2020-03-28,0.48,2020-03-28,Equatorial Guinea,GNQ,0,12,11.85
GNQ,2020-03-29,0.43,2020-03-29,Equatorial Guinea,GNQ,0,12,12.280000000000001
GNQ,2020-03-30,0.53,2020-03-30,Equatorial Guinea,GNQ,0,12,12.81
GNQ,2020-03-31,0.68,2020-03-31,Equatorial Guinea,GNQ,0,12,13.49
GNQ,2020-04-01,0.74,2020-04-01,Equatorial Guinea,GNQ,3,15,14.23
GNQ,2020-04-02,0.67,2020-04-02,Equatorial Guinea,GNQ,0,15,14.9
GNQ,2020-04-03,0.51,2020-04-03,Equatorial Guinea,GNQ,1,16,15.41
GNQ,2020-04-04,0.34,2020-04-04,Equatorial Guinea,GNQ,0,16,15.75
GNQ,2020-04-05,0.2,2020-04-05,Equatorial Guinea,GNQ,0,16,15.950000000000001
GNQ,2020-04-06,0.11,2020-04-06,Equatorial Guinea,GNQ,0,16,16.06
GNQ,2020-04-07,0.05,2020-04-07,Equatorial Guinea,GNQ,0,16,16.11
GNQ,2020-04-08,0.04,2020-04-08,Equatorial Guinea,GNQ,2,18,16.150000000000002
GNQ,2020-04-09,0.2,2020-04-09,Equatorial Guinea,GNQ,0,18,16.35
GNQ,2020-04-10,0.75,2020-04-10,Equatorial Guinea,GNQ,0,18,17.1
GNQ,2020-04-11,1.9,2020-04-11,Equatorial Guinea,GNQ,0,18,19
GNQ,2020-04-12,3.67,2020-04-12,Equatorial Guinea,GNQ,3,21,22.67
GNQ,2020-04-13,5.86,2020-04-13,Equatorial Guinea,GNQ,0,21,28.53
GNQ,2020-04-14,8.23,2020-04-14,Equatorial Guinea,GNQ,20,41,36.76
GNQ,2020-04-15,10.41,2020-04-15,Equatorial Guinea,GNQ,10,51,47.17
GNQ,2020-04-16,11.6,2020-04-16,Equatorial Guinea,GNQ,0,51,58.77
GNQ,2020-04-17,10.94,2020-04-17,Equatorial Guinea,GNQ,28,79,69.71
GNQ,2020-04-18,7.9,2020-04-18,Equatorial Guinea,GNQ,0,79,77.61
GNQ,2020-04-19,3.74,2020-04-19,Equatorial Guinea,GNQ,0,79,81.35
GNQ,2020-04-20,0.64,2020-04-20,Equatorial Guinea,GNQ,0,79,81.99
GRC,2020-01-22,0,2020-01-22,Greece,GRC,0,0,0
GRC,2020-01-23,0,2020-01-23,Greece,GRC,0,0,0
GRC,2020-01-24,0,2020-01-24,Greece,GRC,0,0,0
GRC,2020-01-25,0,2020-01-25,Greece,GRC,0,0,0
GRC,2020-01-26,0,2020-01-26,Greece,GRC,0,0,0
GRC,2020-01-27,0,2020-01-27,Greece,GRC,0,0,0
GRC,2020-01-28,0,2020-01-28,Greece,GRC,0,0,0
GRC,2020-01-29,0,2020-01-29,Greece,GRC,0,0,0
GRC,2020-01-30,0,2020-01-30,Greece,GRC,0,0,0
GRC,2020-01-31,0,2020-01-31,Greece,GRC,0,0,0
GRC,2020-02-01,0,2020-02-01,Greece,GRC,0,0,0
GRC,2020-02-02,0,2020-02-02,Greece,GRC,0,0,0
GRC,2020-02-03,0,2020-02-03,Greece,GRC,0,0,0
GRC,2020-02-04,0,2020-02-04,Greece,GRC,0,0,0
GRC,2020-02-05,0,2020-02-05,Greece,GRC,0,0,0
GRC,2020-02-06,0,2020-02-06,Greece,GRC,0,0,0
GRC,2020-02-07,0,2020-02-07,Greece,GRC,0,0,0
GRC,2020-02-08,0,2020-02-08,Greece,GRC,0,0,0
GRC,2020-02-09,0,2020-02-09,Greece,GRC,0,0,0
GRC,2020-02-10,0,2020-02-10,Greece,GRC,0,0,0
GRC,2020-02-11,0,2020-02-11,Greece,GRC,0,0,0
GRC,2020-02-12,0,2020-02-12,Greece,GRC,0,0,0
GRC,2020-02-13,0,2020-02-13,Greece,GRC,0,0,0
GRC,2020-02-14,0,2020-02-14,Greece,GRC,0,0,0
GRC,2020-02-15,0,2020-02-15,Greece,GRC,0,0,0
GRC,2020-02-16,0,2020-02-16,Greece,GRC,0,0,0
GRC,2020-02-17,0,2020-02-17,Greece,GRC,0,0,0
GRC,2020-02-18,0,2020-02-18,Greece,GRC,0,0,0
GRC,2020-02-19,0,2020-02-19,Greece,GRC,0,0,0
GRC,2020-02-20,0.02,2020-02-20,Greece,GRC,0,0,0.02
GRC,2020-02-21,0.06,2020-02-21,Greece,GRC,0,0,0.08
GRC,2020-02-22,0.12,2020-02-22,Greece,GRC,0,0,0.19999999999999998
GRC,2020-02-23,0.19,2020-02-23,Greece,GRC,0,0,0.39
GRC,2020-02-24,0.24,2020-02-24,Greece,GRC,0,0,0.63
GRC,2020-02-25,0.24,2020-02-25,Greece,GRC,0,0,0.87
GRC,2020-02-26,0.19,2020-02-26,Greece,GRC,1,1,1.06
GRC,2020-02-27,0.11,2020-02-27,Greece,GRC,2,3,1.17
GRC,2020-02-28,0.06,2020-02-28,Greece,GRC,1,4,1.23
GRC,2020-02-29,0.2,2020-02-29,Greece,GRC,0,4,1.43
GRC,2020-03-01,0.98,2020-03-01,Greece,GRC,3,7,2.41
GRC,2020-03-02,2.89,2020-03-02,Greece,GRC,0,7,5.3
GRC,2020-03-03,6.06,2020-03-03,Greece,GRC,0,7,11.36
GRC,2020-03-04,9.45,2020-03-04,Greece,GRC,2,9,20.81
GRC,2020-03-05,11.58,2020-03-05,Greece,GRC,22,31,32.39
GRC,2020-03-06,11.22,2020-03-06,Greece,GRC,14,45,43.61
GRC,2020-03-07,9.11,2020-03-07,Greece,GRC,1,46,52.72
GRC,2020-03-08,7.38,2020-03-08,Greece,GRC,27,73,60.1
GRC,2020-03-09,8.21,2020-03-09,Greece,GRC,0,73,68.31
GRC,2020-03-10,12.76,2020-03-10,Greece,GRC,16,89,81.07
GRC,2020-03-11,20.79,2020-03-11,Greece,GRC,10,99,101.86
GRC,2020-03-12,31.87,2020-03-12,Greece,GRC,0,99,133.73
GRC,2020-03-13,44.6,2020-03-13,Greece,GRC,91,190,178.33
GRC,2020-03-14,55.11,2020-03-14,Greece,GRC,38,228,233.44
GRC,2020-03-15,58.78,2020-03-15,Greece,GRC,103,331,292.22
GRC,2020-03-16,52.36,2020-03-16,Greece,GRC,0,331,344.58
GRC,2020-03-17,39.93,2020-03-17,Greece,GRC,56,387,384.51
GRC,2020-03-18,29.77,2020-03-18,Greece,GRC,31,418,414.28
GRC,2020-03-19,29.73,2020-03-19,Greece,GRC,0,418,444.01
GRC,2020-03-20,40.71,2020-03-20,Greece,GRC,77,495,484.72
GRC,2020-03-21,56.05,2020-03-21,Greece,GRC,35,530,540.77
GRC,2020-03-22,68.43,2020-03-22,Greece,GRC,94,624,609.2
GRC,2020-03-23,73.55,2020-03-23,Greece,GRC,71,695,682.75
GRC,2020-03-24,73.38,2020-03-24,Greece,GRC,48,743,756.13
GRC,2020-03-25,71.32,2020-03-25,Greece,GRC,78,821,827.45
GRC,2020-03-26,70.37,2020-03-26,Greece,GRC,71,892,897.82
GRC,2020-03-27,71.95,2020-03-27,Greece,GRC,74,966,969.77
GRC,2020-03-28,76.79,2020-03-28,Greece,GRC,95,1061,1046.56
GRC,2020-03-29,85.32,2020-03-29,Greece,GRC,95,1156,1131.88
GRC,2020-03-30,95.33,2020-03-30,Greece,GRC,56,1212,1227.21
GRC,2020-03-31,102.42,2020-03-31,Greece,GRC,102,1314,1329.63
GRC,2020-04-01,102.14,2020-04-01,Greece,GRC,101,1415,1431.77
GRC,2020-04-02,93.25,2020-04-02,Greece,GRC,129,1544,1525.02
GRC,2020-04-03,79.62,2020-04-03,Greece,GRC,69,1613,1604.64
GRC,2020-04-04,65.99,2020-04-04,Greece,GRC,60,1673,1670.63
GRC,2020-04-05,56.21,2020-04-05,Greece,GRC,62,1735,1726.84
GRC,2020-04-06,51.3,2020-04-06,Greece,GRC,20,1755,1778.14
GRC,2020-04-07,51.31,2020-04-07,Greece,GRC,77,1832,1829.45
GRC,2020-04-08,55.89,2020-04-08,Greece,GRC,52,1884,1885.34
GRC,2020-04-09,62.02,2020-04-09,Greece,GRC,71,1955,1947.36
GRC,2020-04-10,64.92,2020-04-10,Greece,GRC,56,2011,2012.28
GRC,2020-04-11,60.02,2020-04-11,Greece,GRC,70,2081,2072.3
GRC,2020-04-12,47.18,2020-04-12,Greece,GRC,33,2114,2119.48
GRC,2020-04-13,31.93,2020-04-13,Greece,GRC,31,2145,2151.41
GRC,2020-04-14,20.47,2020-04-14,Greece,GRC,25,2170,2171.88
GRC,2020-04-15,16.33,2020-04-15,Greece,GRC,22,2192,2188.21
GRC,2020-04-16,16.58,2020-04-16,Greece,GRC,15,2207,2204.79
GRC,2020-04-17,16.57,2020-04-17,Greece,GRC,17,2224,2221.36
GRC,2020-04-18,12.71,2020-04-18,Greece,GRC,11,2235,2234.07
GRC,2020-04-19,6.68,2020-04-19,Greece,GRC,0,2235,2240.75
GRC,2020-04-20,2.94,2020-04-20,Greece,GRC,10,2245,2243.69
GRD,2020-01-22,0,2020-01-22,Grenada,GRD,0,0,0
GRD,2020-01-23,0,2020-01-23,Grenada,GRD,0,0,0
GRD,2020-01-24,0,2020-01-24,Grenada,GRD,0,0,0
GRD,2020-01-25,0,2020-01-25,Grenada,GRD,0,0,0
GRD,2020-01-26,0,2020-01-26,Grenada,GRD,0,0,0
GRD,2020-01-27,0,2020-01-27,Grenada,GRD,0,0,0
GRD,2020-01-28,0,2020-01-28,Grenada,GRD,0,0,0
GRD,2020-01-29,0,2020-01-29,Grenada,GRD,0,0,0
GRD,2020-01-30,0,2020-01-30,Grenada,GRD,0,0,0
GRD,2020-01-31,0,2020-01-31,Grenada,GRD,0,0,0
GRD,2020-02-01,0,2020-02-01,Grenada,GRD,0,0,0
GRD,2020-02-02,0,2020-02-02,Grenada,GRD,0,0,0
